@relation chess
@attribute at1 {f, t}
@attribute at2 {f, t}
@attribute at3 {f, t}
@attribute at4 {f, t}
@attribute at5 {f, t}
@attribute at6 {f, t}
@attribute at7 {f, t}
@attribute at8 {f, t}
@attribute at9 {f, t}
@attribute at10 {f, t}
@attribute at11 {f, t}
@attribute at12 {f, t}
@attribute at13 {l, g}
@attribute at14 {f, t}
@attribute at15 {n, w, b}
@attribute at16 {f, t}
@attribute at17 {f, t}
@attribute at18 {t, f}
@attribute at19 {f, t}
@attribute at20 {f, t}
@attribute at21 {f, t}
@attribute at22 {f, t}
@attribute at23 {f, t}
@attribute at24 {f, t}
@attribute at25 {f, t}
@attribute at26 {t, f}
@attribute at27 {f, t}
@attribute at28 {f, t}
@attribute at29 {f, t}
@attribute at30 {f, t}
@attribute at31 {f, t}
@attribute at32 {f, t}
@attribute at33 {f, t}
@attribute at34 {t, f}
@attribute at35 {t, f}
@attribute at36 {n, t}
@attribute class {won, nowin}
@inputs at1, at2, at3, at4, at5, at6, at7, at8, at9, at10, at11, at12, at13, at14, at15, at16, at17, at18, at19, at20, at21, at22, at23, at24, at25, at26, at27, at28, at29, at30, at31, at32, at33, at34, at35, at36
@outputs class
@data
f, f, f, f, t, t, t, t, t, t, f, f, l, f, n, f, f, t, f, f, t, f, f, f, f, t, f, f, f, f, f, f, f, t, t, n, won
f, f, f, f, f, f, f, f, f, t, f, f, l, f, n, f, f, f, f, f, t, f, f, f, f, f, f, f, f, f, f, f, f, t, t, n, won
f, f, f, f, f, t, f, f, f, t, f, f, l, f, n, f, f, f, f, f, t, f, f, t, f, f, f, f, f, f, f, f, f, t, t, n, won
f, f, f, f, f, f, f, f, f, t, f, f, g, f, n, f, f, t, f, f, t, f, f, f, f, t, f, f, f, f, f, f, f, t, t, n, won
f, f, f, f, t, f, f, f, f, t, f, f, g, f, n, f, f, t, f, f, t, f, f, f, f, t, f, f, f, f, f, f, f, t, t, n, won
f, f, f, f, t, f, f, f, f, t, f, f, g, f, n, f, f, t, f, f, t, f, f, t, f, t, f, f, f, f, f, f, f, t, t, n, won
f, f, f, f, f, f, f, f, f, t, t, f, g, f, n, f, f, t, f, f, t, f, f, f, f, t, f, f, f, f, f, f, f, t, t, n, won
f, f, f, f, f, f, f, f, f, t, t, f, g, f, n, f, f, t, f, f, t, f, f, f, f, t, f, f, f, f, f, f, t, t, t, n, won
f, f, f, f, f, f, f, f, f, t, t, f, g, f, n, f, f, t, f, f, t, f, f, t, f, t, f, f, f, f, f, f, t, t, t, n, won
f, f, f, f, f, f, f, f, f, t, f, f, g, f, n, f, f, t, f, f, t, f, t, f, f, t, f, f, f, f, f, f, f, t, t, n, won
f, f, f, f, f, t, f, f, f, t, f, f, g, f, n, f, f, t, f, f, t, f, f, f, f, t, f, f, f, f, f, f, f, t, t, n, won
f, f, f, f, t, t, f, f, f, t, f, f, g, f, n, f, f, t, f, f, t, f, f, f, f, t, f, f, f, f, f, f, f, t, t, n, won
f, f, f, f, t, t, t, f, f, t, f, f, g, f, n, f, f, t, f, f, t, f, f, f, f, t, f, f, f, f, f, f, f, t, t, n, won
f, f, f, f, f, t, f, f, f, t, f, f, g, f, n, f, f, t, f, f, t, f, f, t, f, t, f, f, f, f, f, f, f, t, t, n, won
f, f, f, f, t, t, f, f, f, t, t, f, g, f, n, f, f, t, f, f, t, f, f, f, f, t, f, f, f, f, f, f, f, t, t, n, won
f, f, f, f, t, t, t, f, f, t, t, f, g, f, n, f, f, t, f, f, t, f, f, f, f, t, f, f, f, f, f, f, f, t, t, n, won
f, f, f, f, f, t, f, f, f, t, t, f, g, f, n, f, f, t, f, f, t, f, f, f, f, t, f, f, f, f, f, f, t, t, t, n, won
f, f, f, f, f, t, f, f, f, t, t, f, g, f, n, f, f, t, f, f, t, f, f, t, f, t, f, f, f, f, f, f, f, t, t, n, won
f, f, f, f, f, t, f, f, f, t, f, f, g, f, n, f, f, t, f, f, t, f, t, f, f, t, f, f, f, f, f, f, f, t, t, n, won
f, f, f, f, f, f, f, f, f, t, f, f, g, f, n, f, f, t, f, f, t, f, f, f, f, f, f, f, f, f, f, f, f, t, t, n, won
f, f, f, f, t, f, f, f, f, t, f, f, g, f, n, f, f, t, f, f, t, f, f, f, f, f, f, f, f, f, f, f, f, t, t, n, won
f, f, f, f, t, f, f, f, f, t, f, f, g, f, n, f, f, t, f, f, t, f, f, t, f, f, f, f, f, f, f, f, f, t, t, n, won
f, f, f, f, f, t, f, f, f, t, f, f, g, f, n, f, f, t, f, f, t, f, f, f, f, f, f, f, f, f, f, f, f, t, t, n, won
f, f, f, f, t, t, f, f, f, t, f, f, g, f, n, f, f, t, f, f, t, f, f, f, f, f, f, f, f, f, f, f, f, t, t, n, won
f, f, f, f, t, t, t, f, f, t, f, f, g, f, n, f, f, t, f, f, t, f, f, f, f, f, f, f, f, f, f, f, f, t, t, n, won
f, f, f, f, f, t, f, f, f, t, f, f, g, f, n, f, f, t, f, f, t, f, f, t, f, f, f, f, f, f, f, f, f, t, t, n, won
f, f, f, f, f, f, f, f, f, t, f, t, l, f, n, f, f, t, f, f, t, f, f, f, f, t, f, f, f, f, f, f, f, t, t, n, won
f, f, f, f, f, f, f, f, f, t, f, t, l, f, n, f, f, f, f, f, t, f, f, f, f, t, f, f, f, f, f, f, f, t, t, n, won
f, f, f, f, f, f, f, f, f, t, f, t, g, f, n, f, f, t, f, f, t, f, f, f, f, t, f, f, f, f, f, f, f, t, t, n, won
f, f, f, f, f, t, f, f, f, t, f, t, g, f, n, f, f, t, f, f, t, f, f, f, f, t, f, f, f, f, f, f, f, t, t, n, won
f, f, f, f, f, f, f, f, f, t, f, f, l, f, n, f, f, t, f, f, t, f, f, f, f, t, f, f, f, f, f, f, f, t, t, t, won
f, f, f, f, f, f, f, f, f, t, f, f, l, f, n, f, f, t, f, f, t, f, f, t, f, t, f, f, f, f, f, f, f, t, t, t, won
f, f, f, f, f, f, f, f, f, t, f, f, l, f, n, f, f, f, f, f, t, f, f, t, f, t, f, f, f, f, f, f, f, t, t, t, won
f, f, f, f, f, t, f, f, f, t, f, f, l, f, n, f, f, t, f, f, t, f, f, f, f, t, f, f, f, f, f, f, f, t, t, t, won
f, f, f, f, f, t, f, f, f, t, f, f, l, f, n, f, f, t, f, f, t, f, f, t, f, t, f, f, f, f, f, f, f, t, t, t, won
f, f, f, f, f, t, f, f, f, t, f, f, l, f, n, f, f, f, f, f, t, f, f, f, f, t, f, f, f, f, f, f, f, t, t, t, won
f, f, f, f, f, f, f, f, f, t, f, f, l, f, n, f, f, t, f, f, t, f, f, f, f, f, f, f, f, f, f, f, f, t, t, t, won
f, f, f, f, t, f, f, f, f, t, f, f, l, f, n, f, f, t, f, f, t, f, f, f, f, f, f, f, f, f, f, f, f, t, t, t, won
f, f, f, f, t, f, t, f, f, t, f, f, l, f, n, f, f, t, f, f, t, f, f, f, f, f, f, f, f, f, f, f, f, t, t, t, won
f, f, f, f, f, f, f, f, f, t, f, f, l, f, n, f, f, t, f, f, t, f, f, f, f, f, f, f, f, f, f, f, t, t, t, t, won
f, f, f, f, t, f, f, f, f, t, f, f, l, f, n, f, f, t, f, f, t, f, f, t, f, f, f, f, f, f, f, f, f, t, t, t, won
f, f, f, f, f, f, f, f, f, t, f, f, l, f, n, f, f, f, f, f, t, f, f, f, f, f, f, f, f, f, f, f, f, t, t, t, won
f, f, f, f, f, f, f, f, f, t, f, f, l, f, n, f, f, f, f, f, t, f, f, f, f, f, f, f, f, f, f, f, f, f, t, t, won
f, f, f, f, f, t, f, f, f, t, f, f, l, f, n, f, f, t, f, f, t, f, f, f, f, f, f, f, f, f, f, f, f, t, t, t, won
f, f, f, f, f, t, f, f, f, t, f, f, l, f, n, f, f, t, f, f, t, f, f, f, f, f, f, f, f, f, f, f, t, t, t, t, won
f, f, f, f, f, t, t, f, f, t, f, f, l, f, n, f, f, t, f, f, t, f, f, f, f, f, f, f, f, f, f, f, t, t, t, t, won
f, f, f, f, f, t, f, f, f, t, f, f, l, f, n, f, f, t, f, f, t, f, f, t, f, f, f, f, f, f, f, f, f, t, t, t, won
f, f, f, f, f, t, f, f, f, t, f, f, l, f, n, f, f, t, f, f, t, f, f, t, f, f, f, f, f, f, f, f, t, t, t, t, won
f, f, f, f, f, t, f, f, f, t, f, f, l, f, n, f, f, f, f, f, t, f, f, f, f, f, f, f, f, f, f, f, f, t, t, t, won
f, f, f, f, f, f, f, f, f, t, f, f, g, f, n, f, f, t, f, f, t, f, f, f, f, f, f, f, f, f, f, f, f, t, t, t, won
f, f, f, f, f, f, f, f, f, t, f, f, g, f, n, f, f, t, f, f, t, f, f, f, f, f, f, f, f, f, f, f, t, t, t, t, won
f, f, f, f, f, t, f, f, f, t, f, f, g, f, n, f, f, t, f, f, t, f, f, f, f, f, f, f, f, f, f, f, f, t, t, t, won
f, f, f, f, f, f, f, f, f, t, f, t, l, f, n, f, f, t, f, f, t, f, f, f, f, t, f, f, f, f, f, f, f, t, t, t, won
f, f, f, f, f, t, f, f, f, t, f, t, l, f, n, f, f, t, f, f, t, f, f, f, f, t, f, f, f, f, f, f, f, t, t, t, won
f, f, f, f, f, f, f, f, f, f, f, f, l, f, n, f, f, t, f, f, f, f, f, f, f, t, f, f, f, f, f, f, t, t, t, n, nowin
f, f, f, f, t, f, t, f, f, f, f, f, l, f, n, f, f, t, f, f, f, f, f, f, f, t, f, f, f, f, f, f, t, t, t, n, nowin
f, f, f, f, f, f, f, f, f, f, f, f, l, f, n, f, f, t, f, f, f, f, f, t, f, t, f, f, f, f, f, f, t, t, t, n, nowin
f, f, f, f, f, f, f, f, f, f, f, f, l, f, n, f, f, t, f, f, f, f, f, f, f, t, f, f, f, f, f, t, f, t, f, n, nowin
f, f, f, f, f, f, f, f, f, f, f, f, l, f, n, f, f, t, f, f, f, f, f, f, f, t, f, f, f, f, t, t, f, t, f, n, nowin
f, f, f, f, f, f, f, f, t, f, f, f, l, f, n, f, f, t, f, f, f, t, f, f, f, t, f, f, f, f, f, t, f, t, f, n, nowin
f, f, f, f, t, f, f, f, t, f, f, f, l, f, n, f, f, t, f, f, f, t, f, f, f, t, f, f, f, f, f, t, f, t, f, n, nowin
f, f, f, f, f, f, f, f, f, f, f, f, l, f, n, f, f, t, f, f, f, f, f, t, f, t, f, f, f, f, f, t, f, t, f, n, nowin
f, f, f, f, t, f, f, f, f, f, f, f, l, f, n, f, f, t, f, f, f, f, f, t, f, t, f, f, f, f, f, t, f, t, f, n, nowin
f, f, f, f, f, f, f, f, f, f, f, f, l, f, n, f, f, t, f, f, f, f, f, t, f, t, f, f, f, f, t, t, f, t, f, n, nowin
f, f, f, f, f, f, f, f, t, f, f, f, l, f, n, f, f, t, f, f, f, t, f, t, f, t, f, f, f, f, f, t, f, t, f, n, nowin
f, f, f, f, t, f, f, f, f, f, t, f, l, f, n, f, f, t, f, f, f, f, f, f, f, t, f, f, f, f, f, f, f, t, f, n, nowin
f, f, f, t, t, f, f, f, f, f, t, f, l, f, n, f, f, t, f, f, f, f, f, f, f, t, f, f, f, f, f, f, f, t, f, n, nowin
f, f, f, f, f, f, f, f, f, f, t, f, l, f, n, f, f, t, f, f, f, f, f, f, f, t, f, f, f, f, t, f, f, t, f, n, nowin
f, f, f, f, f, f, f, f, f, f, t, f, l, f, n, f, f, t, f, t, f, f, f, f, f, t, f, f, f, f, t, f, f, t, f, n, nowin
f, f, f, f, f, f, t, f, f, f, t, f, l, f, n, f, f, t, f, f, f, f, f, f, f, t, f, f, f, f, f, f, f, t, f, n, nowin
f, f, f, f, f, f, f, f, f, f, t, f, l, f, n, f, f, t, f, t, f, f, f, f, f, t, t, f, f, f, f, f, t, t, f, n, nowin
f, f, f, f, f, f, f, f, f, f, t, f, l, f, n, f, f, t, f, f, f, f, f, f, f, t, f, f, f, f, t, f, t, t, f, n, nowin
f, f, f, f, f, f, f, f, f, f, t, f, l, f, n, f, f, t, f, t, f, f, f, f, f, t, f, f, f, f, t, f, t, t, f, n, nowin
f, f, f, f, f, f, t, f, f, f, t, f, l, f, n, f, f, t, f, f, f, f, f, f, f, t, f, f, f, f, f, f, t, t, f, n, nowin
f, f, f, f, t, f, t, f, f, f, t, f, l, f, n, f, f, t, f, f, f, f, f, f, f, t, f, f, f, f, f, f, t, t, f, n, nowin
f, f, f, f, f, f, t, f, f, f, t, f, l, f, n, f, f, t, f, t, f, f, f, f, f, t, f, f, f, f, t, f, t, t, f, n, nowin
f, f, f, f, f, f, f, f, t, f, t, f, l, f, n, f, f, t, f, f, f, t, f, f, f, t, f, f, f, f, f, f, f, t, f, n, nowin
f, f, f, f, f, f, f, f, t, f, t, f, l, f, n, f, f, t, f, t, f, t, f, f, f, t, f, f, f, f, f, f, f, t, f, n, nowin
f, f, f, f, t, f, f, f, t, f, t, f, l, f, n, f, f, t, f, f, f, t, f, f, f, t, f, f, f, f, f, f, f, t, f, n, nowin
f, f, f, f, t, f, f, f, t, f, t, f, l, f, n, f, f, t, f, t, f, t, f, f, f, t, f, f, f, f, f, f, f, t, f, n, nowin
f, f, f, f, f, f, f, f, t, f, t, f, l, f, n, f, f, t, f, f, f, t, f, f, f, t, f, f, f, f, t, f, f, t, f, n, nowin
f, f, f, f, f, f, f, f, t, f, t, f, l, f, n, f, f, t, f, f, f, t, f, f, f, t, f, f, f, f, t, f, t, t, f, n, nowin
f, f, f, f, f, f, f, f, f, f, t, f, l, f, n, f, f, t, f, f, f, f, f, t, f, t, f, f, f, f, t, f, f, t, f, n, nowin
f, f, f, f, f, f, f, f, f, f, t, f, l, f, n, f, f, t, f, f, f, f, f, t, f, t, f, f, f, f, t, f, t, t, f, n, nowin
f, f, f, f, f, f, f, f, f, f, t, f, l, f, n, f, f, t, f, t, f, f, f, t, f, t, f, f, f, f, t, f, t, t, f, n, nowin
f, f, f, f, f, f, f, f, t, f, t, f, l, f, n, f, f, t, f, f, f, t, f, t, f, t, f, f, f, f, f, f, f, t, f, n, nowin
f, f, f, f, f, f, f, f, t, f, t, f, l, f, n, f, f, t, f, t, f, t, f, t, f, t, f, f, f, f, f, f, f, t, f, n, nowin
f, f, f, f, t, f, f, f, t, f, t, f, l, f, n, f, f, t, f, f, f, t, f, t, f, t, f, f, f, f, f, f, f, t, f, n, nowin
f, f, f, f, f, f, f, f, t, f, t, f, l, f, n, f, f, t, f, f, f, t, f, t, f, t, f, f, f, f, t, f, f, t, f, n, nowin
f, f, f, f, t, f, f, f, f, f, t, f, l, f, b, f, f, t, f, f, f, f, f, f, f, t, f, f, f, f, f, f, f, t, t, n, nowin
f, f, f, f, f, f, f, f, f, f, t, f, l, f, b, f, f, t, f, f, f, f, f, f, f, t, f, f, f, f, t, f, f, t, t, n, nowin
f, f, f, f, f, f, t, f, f, f, t, f, l, f, b, f, f, t, f, f, f, f, f, f, f, t, f, f, f, f, f, f, f, t, t, n, nowin
f, f, f, f, t, f, f, f, f, f, t, f, l, f, b, f, f, t, f, f, f, f, f, t, f, t, f, f, f, f, f, f, f, t, t, n, nowin
f, f, f, f, t, f, t, f, f, f, t, f, l, f, b, f, f, t, f, f, f, f, f, t, f, t, f, f, f, f, f, f, f, t, t, n, nowin
f, f, f, t, t, f, f, f, f, f, t, f, l, f, b, f, f, t, f, f, f, f, f, f, f, t, f, f, f, f, f, f, f, t, f, n, nowin
f, f, f, f, t, f, f, f, f, f, t, f, l, f, b, f, f, t, f, t, f, f, f, f, f, t, f, f, f, f, f, f, f, t, f, n, nowin
f, f, f, f, f, f, f, f, f, f, t, f, l, f, b, f, f, t, f, f, f, f, f, f, f, t, f, f, f, f, t, f, f, t, f, n, nowin
f, f, f, f, t, f, f, f, t, f, t, f, l, f, b, f, f, t, f, f, f, t, f, f, f, t, f, f, f, f, f, f, f, t, f, n, nowin
f, f, f, f, t, f, t, f, f, f, f, f, l, f, n, f, f, f, f, f, f, f, f, f, f, t, f, f, f, f, f, f, t, f, t, n, nowin
f, f, f, f, f, f, f, f, f, f, t, f, l, f, n, f, f, f, f, f, f, f, f, f, f, t, f, f, f, f, f, f, f, f, f, n, nowin
f, f, f, f, t, f, f, f, f, f, t, f, l, f, n, f, f, f, f, t, f, f, f, f, f, t, f, f, f, f, f, f, f, f, f, n, nowin
f, f, f, f, f, f, t, f, f, f, t, f, l, f, n, f, f, f, f, f, f, f, f, f, f, t, f, f, f, f, f, f, f, f, f, n, nowin
f, f, f, f, f, f, t, f, f, f, t, f, l, f, n, f, f, f, f, t, f, f, f, f, f, t, f, f, f, f, f, f, f, f, f, n, nowin
f, f, f, f, t, f, t, f, f, f, t, f, l, f, n, f, f, f, f, f, f, f, f, f, f, t, f, f, f, f, f, f, f, f, f, n, nowin
f, f, f, f, t, f, t, f, f, f, t, f, l, f, n, f, f, f, f, t, f, f, f, f, f, t, f, f, f, f, f, f, f, f, f, n, nowin
f, f, f, f, f, f, f, f, f, f, t, f, l, f, n, f, f, f, f, t, f, f, f, f, f, t, f, f, f, f, f, f, t, t, f, n, nowin
f, f, f, f, f, f, f, f, f, f, t, f, l, f, n, f, f, f, f, t, f, f, f, f, f, t, f, f, f, f, t, f, t, t, f, n, nowin
f, f, f, f, f, f, t, f, f, f, t, f, l, f, n, f, f, f, f, t, f, f, f, f, f, t, f, f, f, f, f, f, t, f, f, n, nowin
f, f, f, f, t, f, t, f, f, f, t, f, l, f, n, f, f, f, f, f, f, f, f, f, f, t, f, f, f, f, f, f, t, f, f, n, nowin
f, f, f, f, f, f, t, f, f, f, t, f, l, f, n, f, f, f, f, f, f, f, f, f, f, t, f, f, f, f, t, f, t, f, f, n, nowin
f, f, f, f, f, f, f, f, f, f, t, f, l, f, n, f, f, f, f, f, f, f, f, t, f, t, f, f, f, f, f, f, f, f, f, n, nowin
f, f, f, f, f, f, f, f, f, f, t, f, l, f, n, f, f, f, f, t, f, f, f, t, f, t, f, f, f, f, f, f, f, f, f, n, nowin
f, f, f, f, t, f, f, f, f, f, t, f, l, f, n, f, f, f, f, f, f, f, f, t, f, t, f, f, f, f, t, f, f, f, f, n, nowin
f, f, f, f, t, f, t, f, f, f, t, f, l, f, n, f, f, f, f, f, f, f, f, t, f, t, f, f, f, f, f, f, f, f, f, n, nowin
f, f, f, f, t, f, t, f, f, f, t, f, l, f, n, f, f, f, f, f, f, f, f, t, f, t, f, f, f, f, f, f, t, f, f, n, nowin
f, f, f, f, f, f, f, f, f, f, t, f, l, f, n, f, t, t, f, f, f, f, f, f, f, t, f, f, f, f, t, f, t, t, f, n, nowin
f, f, f, f, t, f, t, t, t, f, f, f, l, f, n, f, f, t, f, f, f, f, f, f, f, t, f, f, f, f, f, f, t, t, t, n, nowin
f, f, f, f, f, f, t, t, t, f, t, f, l, f, n, f, f, t, f, f, f, f, f, f, f, t, f, f, f, f, f, f, f, t, f, n, nowin
f, f, f, f, t, f, t, t, t, f, t, f, l, f, n, f, f, t, f, f, f, f, f, f, f, t, f, f, f, f, f, f, f, t, f, n, nowin
f, f, f, f, f, f, t, t, t, f, t, f, l, f, n, f, f, t, f, f, f, t, f, f, f, t, f, f, f, f, f, f, f, t, f, n, nowin
f, f, f, f, f, f, t, t, t, f, t, f, l, f, n, f, f, t, f, f, f, f, f, f, f, t, f, f, f, f, f, f, t, t, f, n, nowin
f, f, f, f, t, f, t, t, t, f, t, f, l, f, n, f, f, t, f, f, f, f, f, f, f, t, f, f, f, f, f, f, t, t, f, n, nowin
f, f, f, f, f, f, t, t, t, f, t, f, l, f, n, f, f, t, f, f, f, t, f, f, f, t, f, f, f, f, f, f, t, t, f, n, nowin
f, f, f, f, t, f, t, t, t, f, t, f, l, f, b, f, f, t, f, f, f, f, f, f, f, t, f, f, f, f, f, f, f, t, t, n, nowin
f, f, f, f, t, f, t, t, t, f, t, f, l, f, b, f, f, t, f, f, f, f, f, t, f, t, f, f, f, f, f, f, f, t, t, n, nowin
f, f, f, f, t, f, t, t, t, f, f, f, l, f, n, f, f, f, f, f, f, f, f, f, f, t, f, f, f, f, f, f, t, f, t, n, nowin
f, f, f, f, f, f, t, t, t, f, t, f, l, f, n, f, f, f, f, f, f, f, f, f, f, t, f, f, f, f, f, f, t, f, f, n, nowin
f, f, f, f, f, f, f, f, f, f, t, f, l, f, n, f, f, t, f, f, f, f, t, f, f, t, f, f, f, f, t, f, f, t, t, n, nowin
f, f, f, f, f, f, f, f, f, f, t, f, l, f, n, f, f, t, f, f, f, f, t, f, f, t, f, f, f, f, f, f, t, t, f, n, nowin
f, f, f, f, f, t, f, f, f, f, f, f, l, f, n, f, f, t, f, f, f, f, f, f, f, t, f, f, f, f, f, f, t, t, t, n, nowin
f, f, f, f, t, t, t, f, f, f, f, f, l, f, n, f, f, t, f, f, f, f, f, f, f, t, f, f, f, f, f, f, t, t, t, n, nowin
f, f, f, f, f, t, f, f, f, f, f, f, l, f, n, f, f, t, f, f, f, f, f, t, f, t, f, f, f, f, f, f, t, t, t, n, nowin
f, f, t, f, t, t, t, f, f, f, f, f, l, f, n, f, f, t, f, f, f, f, f, t, f, t, f, f, f, f, f, f, t, f, t, n, nowin
f, f, f, f, f, t, f, f, f, f, t, f, l, f, n, f, f, t, f, f, f, f, f, f, f, t, f, f, f, f, t, f, t, t, f, n, nowin
f, f, f, f, f, t, f, f, f, f, t, f, l, f, n, f, f, t, f, t, f, f, f, f, f, t, f, f, f, f, t, f, t, t, f, n, nowin
f, f, f, f, f, t, t, f, f, f, t, f, l, f, n, f, f, t, f, f, f, f, f, f, f, t, f, f, f, f, f, f, t, t, f, n, nowin
f, f, f, f, t, t, t, f, f, f, t, f, l, f, n, f, f, t, f, f, f, f, f, f, f, t, f, f, f, f, f, f, t, t, f, n, nowin
f, f, f, f, f, t, t, f, f, f, t, f, l, f, n, f, f, t, f, t, f, f, f, f, f, t, f, f, f, f, t, f, t, t, f, n, nowin
f, f, f, f, f, t, t, f, t, f, t, f, l, f, n, f, f, t, f, f, f, t, f, f, f, t, f, f, f, f, f, f, t, t, f, n, nowin
f, f, f, f, f, t, f, f, f, f, t, f, l, f, n, f, f, t, f, f, f, f, f, t, f, t, f, f, f, f, t, f, t, t, f, n, nowin
f, f, f, f, f, t, f, f, f, f, t, f, l, f, n, f, f, t, f, t, f, f, f, t, f, t, f, f, f, f, t, f, t, t, f, n, nowin
t, f, f, f, f, t, f, f, f, f, t, f, l, f, n, f, f, t, f, f, f, f, f, f, f, t, f, f, f, f, t, f, t, t, f, n, nowin
t, f, f, f, f, t, t, f, f, f, t, f, l, f, n, f, f, t, f, f, f, f, f, f, f, t, f, f, f, f, f, f, t, t, f, n, nowin
f, f, f, t, f, t, f, f, f, f, f, f, l, f, n, f, f, f, f, f, f, f, f, f, f, t, f, f, f, f, f, f, t, f, t, n, nowin
f, f, t, f, f, t, f, f, f, f, f, f, l, f, n, f, f, f, f, f, f, f, f, t, f, t, f, f, f, f, f, f, t, f, t, n, nowin
f, f, f, t, f, t, f, f, f, f, f, f, l, f, n, f, f, f, f, f, f, f, f, t, f, t, f, f, f, f, f, f, t, f, t, n, nowin
f, f, f, f, f, t, t, f, f, f, f, f, l, f, n, f, f, f, f, f, f, f, f, t, f, t, f, f, f, f, f, f, t, f, t, n, nowin
f, f, f, f, t, t, t, f, f, f, f, f, l, f, n, f, f, f, f, f, f, f, f, t, f, t, f, f, f, f, f, f, t, f, t, n, nowin
f, f, f, f, t, t, t, f, f, f, t, f, l, f, n, f, f, f, f, f, f, f, f, f, f, t, f, f, f, f, f, f, t, f, f, n, nowin
f, f, f, f, f, t, t, f, f, f, t, f, l, f, n, f, f, f, f, f, f, f, f, t, f, t, f, f, f, f, f, f, t, f, f, n, nowin
f, f, f, f, t, t, t, f, f, f, t, f, l, f, n, f, f, f, f, f, f, f, f, t, f, t, f, f, f, f, f, f, t, f, f, n, nowin
f, f, f, f, t, t, t, t, t, f, f, f, l, f, n, f, f, t, f, f, f, f, f, f, f, t, f, f, f, f, f, f, t, t, t, n, nowin
f, f, f, f, f, t, t, t, t, f, f, f, l, f, n, f, f, f, f, f, f, f, f, t, f, t, f, f, f, f, f, f, t, f, t, n, nowin
f, f, f, f, f, f, f, f, f, f, f, f, l, f, n, f, f, t, f, f, f, f, f, f, f, f, f, f, f, f, f, f, t, t, t, n, nowin
f, f, f, f, t, f, t, f, f, f, f, f, l, f, n, f, f, t, f, f, f, f, f, f, f, f, f, f, f, f, f, f, t, t, t, n, nowin
f, f, f, f, f, f, f, f, t, f, f, f, l, f, n, f, f, t, f, f, f, t, f, f, f, f, f, f, f, f, f, f, t, t, t, n, nowin
f, f, f, f, f, f, f, f, f, f, f, f, l, f, n, f, f, t, f, f, f, f, f, t, f, f, f, f, f, f, f, f, t, t, t, n, nowin
f, f, f, f, t, f, f, f, f, f, f, f, l, f, n, f, f, t, f, f, f, f, f, t, f, f, f, f, f, f, f, f, t, t, t, n, nowin
f, f, f, f, f, f, f, f, f, f, f, f, l, f, n, f, f, t, f, f, f, f, f, t, f, f, f, f, f, t, f, f, t, t, t, n, nowin
f, f, f, f, t, f, t, f, f, f, f, f, l, f, n, f, f, f, f, f, f, f, f, f, f, f, f, f, f, f, f, f, t, f, t, n, nowin
f, f, f, f, f, f, f, f, f, f, f, f, l, f, n, t, f, f, f, f, f, f, f, t, f, f, f, f, f, f, f, f, t, f, t, n, nowin
f, f, f, f, t, f, t, t, t, f, f, f, l, f, n, f, f, t, f, f, f, f, f, f, f, f, f, f, f, f, f, f, t, t, t, n, nowin
f, f, f, f, f, f, f, f, f, f, f, f, l, f, n, f, f, t, f, f, f, f, t, f, f, f, f, f, f, f, f, f, f, t, t, n, nowin
f, f, f, f, f, f, f, f, f, f, f, f, l, f, n, f, f, t, f, f, f, f, t, f, f, f, f, f, f, f, f, f, t, t, t, n, nowin
f, f, f, f, f, f, f, f, f, f, f, f, l, f, n, f, f, t, f, f, f, f, t, t, f, f, f, f, f, f, f, f, f, t, t, n, nowin
f, f, f, f, f, f, f, f, f, f, f, f, l, f, n, f, t, t, f, f, f, f, t, f, f, f, f, f, f, f, f, f, t, t, t, n, nowin
f, f, f, t, t, t, f, f, f, f, f, f, l, f, n, f, f, t, f, f, f, f, f, f, f, f, f, f, f, f, f, f, t, t, t, n, nowin
f, f, f, f, f, t, f, f, f, f, f, f, l, f, n, t, f, t, f, f, f, f, f, f, f, f, f, f, f, f, f, f, t, f, t, n, nowin
f, f, f, f, f, t, t, f, f, f, f, f, l, f, n, f, f, t, f, f, f, f, f, f, f, f, f, f, f, f, f, f, t, f, t, n, nowin
f, f, f, f, t, t, t, f, f, f, f, f, l, f, n, f, f, t, f, f, f, f, f, f, f, f, f, f, f, f, f, f, t, t, t, n, nowin
f, f, f, f, t, t, t, f, f, f, f, f, l, f, n, f, f, t, f, f, f, f, f, f, f, f, f, f, f, f, f, f, t, f, t, n, nowin
f, f, f, f, f, t, t, f, f, f, f, f, l, f, n, t, f, t, f, f, f, f, f, f, f, f, f, f, f, f, f, f, t, f, t, n, nowin
f, f, f, f, t, t, t, f, f, f, f, f, l, f, n, t, f, t, f, f, f, f, f, f, f, f, f, f, f, f, f, f, t, f, t, n, nowin
f, f, f, f, f, t, f, f, t, f, f, f, l, f, n, f, f, t, f, f, f, t, f, f, f, f, f, f, f, f, f, f, t, t, t, n, nowin
f, f, f, f, t, t, t, f, t, f, f, f, l, f, n, f, f, t, f, f, f, t, f, f, f, f, f, f, f, f, f, f, t, t, t, n, nowin
f, f, f, f, t, t, t, f, f, f, f, f, l, f, n, f, f, t, f, f, f, f, f, t, f, f, f, f, f, f, f, f, t, t, t, n, nowin
f, f, f, f, f, t, f, f, t, f, f, f, l, f, n, f, f, t, f, f, f, t, f, t, f, f, f, f, f, f, f, f, t, t, t, n, nowin
